index,angle,RIGHT_SHOULDER_x,RIGHT_SHOULDER_y,RIGHT_ELBOW_x,RIGHT_ELBOW_y,RIGHT_WRIST_x,RIGHT_WRIST_y
1,165.5868262163658,0.5601047873497009,0.4893350303173065,0.5998111367225647,0.6005861163139343,0.6526371240615845,0.6787418127059937
2,169.2882881024757,0.5603379011154175,0.4869861304759979,0.6011226773262024,0.5892959833145142,0.6539578437805176,0.6724036335945129
3,170.11855660545197,0.5605507493019104,0.48202407360076904,0.6033204197883606,0.5808113813400269,0.6593786478042603,0.6661794781684875
4,172.38961171472238,0.5613569617271423,0.4799940884113312,0.6084802746772766,0.5758562088012695,0.6647045016288757,0.6598812937736511
5,174.5935739500376,0.5644622445106506,0.4804462492465973,0.6148549318313599,0.5747573375701904,0.6714045405387878,0.6601197123527527
6,176.68909011348882,0.5676758885383606,0.48125386238098145,0.6204651594161987,0.576322615146637,0.6736209392547607,0.6602340936660767
7,178.74052819802924,0.5705606937408447,0.4816727638244629,0.6251992583274841,0.5767330527305603,0.675521194934845,0.6599922180175781
8,179.138359517539,0.5718175172805786,0.48201632499694824,0.6283262968063354,0.5769142508506775,0.676564633846283,0.6607665419578552
9,172.6791098505713,0.5751909017562866,0.48435771465301514,0.6348303556442261,0.57719486951828,0.6776405572891235,0.667368471622467
10,170.57814975092776,0.5786756277084351,0.48627132177352905,0.63752681016922,0.5774497985839844,0.6779757738113403,0.6708396077156067
11,170.03155594938917,0.5809815526008606,0.48985588550567627,0.6384345889091492,0.5787248611450195,0.679308295249939,0.6754211187362671
12,168.8652753019386,0.5809422731399536,0.49187296628952026,0.6394737958908081,0.5812792181968689,0.6800229549407959,0.6812558174133301
13,169.6550148280804,0.5806191563606262,0.49376389384269714,0.6384144425392151,0.5831179022789001,0.6798993349075317,0.6830230951309204
14,170.7408279692663,0.5799881815910339,0.49457770586013794,0.637549102306366,0.5848613977432251,0.6803808212280273,0.684503972530365
15,170.92541473452928,0.5795764327049255,0.49633336067199707,0.6375376582145691,0.5867420434951782,0.6814852356910706,0.6873846054077148
16,171.17623479805954,0.5793428421020508,0.49672701954841614,0.6374282240867615,0.5877479314804077,0.6808009743690491,0.6864583492279053
17,171.97891260909398,0.5797664523124695,0.497414767742157,0.6371276378631592,0.5889737606048584,0.6805035471916199,0.6861883401870728
18,171.81341254199407,0.5795372128486633,0.498332142829895,0.6368910074234009,0.5893568396568298,0.6799877882003784,0.686026394367218
19,171.80138147070463,0.5792776346206665,0.4988124370574951,0.6366831660270691,0.5899136662483215,0.6785136461257935,0.6837888360023499
20,170.90143958224206,0.5786244869232178,0.499150812625885,0.636465311050415,0.5900009870529175,0.6751340627670288,0.6794243454933167
21,169.55356616747684,0.5785414576530457,0.5014523267745972,0.636174201965332,0.5905390977859497,0.6718659400939941,0.6769046187400818
22,171.24306885304563,0.5785024166107178,0.5031672716140747,0.633670449256897,0.5923541188240051,0.6694498062133789,0.6767160892486572
23,172.67401062997445,0.5784546732902527,0.5044349431991577,0.6321482062339783,0.5957740545272827,0.6667339205741882,0.6767687201499939
24,172.77465217112916,0.5795272588729858,0.5075265765190125,0.6321612596511841,0.5980073809623718,0.6650798320770264,0.6757025122642517
25,173.75095335200612,0.5794559121131897,0.5098525285720825,0.6301265954971313,0.600202739238739,0.6619358062744141,0.6750106811523438
26,173.95661178359094,0.5805456042289734,0.5124107599258423,0.6288740634918213,0.6028438806533813,0.6581085920333862,0.6749222874641418
27,176.86656196365237,0.5804763436317444,0.5123900175094604,0.6231964826583862,0.6099647283554077,0.6542371511459351,0.67147296667099
28,179.9200592365074,0.580483078956604,0.5129867792129517,0.6242411136627197,0.6091353893280029,0.6528114080429077,0.6716806888580322
29,178.9315541030865,0.5804593563079834,0.5128872394561768,0.6223934292793274,0.6115990281105042,0.6473510265350342,0.6735330820083618
30,177.72299665448654,0.5805547833442688,0.5125784277915955,0.6237674951553345,0.6133759617805481,0.6471810340881348,0.6745995283126831
31,176.38885670928605,0.5802227258682251,0.5123208165168762,0.623981237411499,0.612561047077179,0.6464372873306274,0.6743528842926025
32,177.12304657300916,0.580223560333252,0.5121164321899414,0.624182403087616,0.6118748784065247,0.6477574706077576,0.673599362373352
33,177.9289720612895,0.5802091956138611,0.5120812654495239,0.6239648461341858,0.6116878986358643,0.6481722593307495,0.6726915836334229
34,177.89346376006242,0.580274224281311,0.5119393467903137,0.6244879961013794,0.6118237972259521,0.6488862037658691,0.6729164123535156
35,177.08918490316833,0.5802257657051086,0.5117254853248596,0.6253253221511841,0.6116821765899658,0.6492822766304016,0.6728959679603577
36,178.58309251997483,0.5802008509635925,0.5114203095436096,0.6256503462791443,0.6115811467170715,0.6513673067092896,0.6721959710121155
37,179.39559096352755,0.5787572264671326,0.510469377040863,0.624609112739563,0.6099317073822021,0.6533688902854919,0.6706253886222839
38,177.3981030121669,0.5757192373275757,0.5085514783859253,0.6212982535362244,0.6073943972587585,0.6539442539215088,0.6704893112182617
39,176.2881105547673,0.5719947218894958,0.5060742497444153,0.6191359758377075,0.6052006483078003,0.6554103493690491,0.6702495813369751
40,174.57341748919018,0.5680818557739258,0.5033168196678162,0.6156140565872192,0.6037544012069702,0.6556296944618225,0.6710079908370972
41,173.55189359467113,0.5662692785263062,0.5032011866569519,0.615776002407074,0.6025872230529785,0.6588486433029175,0.6690981984138489
42,172.84433640083193,0.566152036190033,0.5032713413238525,0.6158236265182495,0.6021639704704285,0.6599245667457581,0.6679789423942566
43,170.70048845226154,0.5659183263778687,0.5032979249954224,0.61600261926651,0.6021229028701782,0.6613599061965942,0.6641518473625183
44,168.87451605540505,0.564077615737915,0.5034214854240417,0.6145930886268616,0.601460337638855,0.6624990105628967,0.6619335412979126
45,164.83419151899358,0.5594413876533508,0.5033897161483765,0.6109074950218201,0.6011077165603638,0.6644939184188843,0.6586915254592896
46,157.52793476287513,0.5588452219963074,0.5053859949111938,0.6106811761856079,0.6037956476211548,0.6668282747268677,0.6504935622215271
47,153.05197371228746,0.5529792904853821,0.5061718225479126,0.6096426248550415,0.60548996925354,0.6682816743850708,0.6440763473510742
48,160.90600603341358,0.5502861738204956,0.5077076554298401,0.6064828038215637,0.6102558374404907,0.6629317998886108,0.6614104509353638
49,153.98950008093203,0.5475022792816162,0.5097375512123108,0.6069425344467163,0.6108387112617493,0.6651186943054199,0.6493987441062927
50,146.94716455895107,0.5373509526252747,0.5101133584976196,0.601344645023346,0.6096093654632568,0.6662737131118774,0.6387881636619568
51,145.07530230093835,0.536873996257782,0.514192521572113,0.6004172563552856,0.6050949692726135,0.6736555695533752,0.631926417350769
52,129.85213436857873,0.5372570753097534,0.5217745304107666,0.5997263193130493,0.6135298609733582,0.673101007938385,0.6207296848297119
53,127.45983796018211,0.5340862274169922,0.5279155969619751,0.5935570001602173,0.6114275455474854,0.6724334359169006,0.6141878962516785
54,121.11802984782544,0.5250309705734253,0.5304052829742432,0.5891324877738953,0.6096041202545166,0.6717788577079773,0.5981833338737488
55,126.1254919008064,0.5207095742225647,0.5314817428588867,0.5886772871017456,0.6077263951301575,0.6716515421867371,0.5996057987213135
56,128.62953897687754,0.5214328765869141,0.5357388257980347,0.5873859524726868,0.6076809763908386,0.668515682220459,0.6021735072135925
57,127.14808697157665,0.5153976082801819,0.5410425662994385,0.580287516117096,0.6077457666397095,0.660703718662262,0.5977829098701477
58,121.93347764764961,0.5130758285522461,0.5422598719596863,0.570954442024231,0.6091820597648621,0.6481176614761353,0.5970684289932251
59,124.30549946591003,0.5132318735122681,0.5487555265426636,0.5689350962638855,0.6097168922424316,0.6479822397232056,0.5984472632408142
60,116.73373489303643,0.5107702016830444,0.5532887578010559,0.5621564388275146,0.6162245273590088,0.641251802444458,0.5986931920051575
61,119.21533862338237,0.5089458227157593,0.5587655305862427,0.563047468662262,0.6288708448410034,0.6417220830917358,0.6171932220458984
62,122.75012538001026,0.5072329640388489,0.5616220831871033,0.5617614984512329,0.6383457779884338,0.6395525336265564,0.6347428560256958
63,121.3832000606695,0.5043133497238159,0.5615897178649902,0.5583626627922058,0.64983069896698,0.6377291679382324,0.6496851444244385
64,123.63356937262776,0.5069411396980286,0.5647752285003662,0.5601646900177002,0.6551070809364319,0.6393275260925293,0.6594317555427551
65,126.75048208852336,0.5072045922279358,0.5671083927154541,0.5599884986877441,0.6606144905090332,0.6404552459716797,0.6709309220314026
66,134.02903806138437,0.50617516040802,0.5669258832931519,0.558860182762146,0.6598972678184509,0.6413140892982483,0.6812054514884949
67,140.3617841065995,0.5060738921165466,0.5660213232040405,0.5585654377937317,0.6592978835105896,0.6379361152648926,0.6897544264793396
68,145.72500330642606,0.5066407322883606,0.5629615783691406,0.5578449964523315,0.6577467322349548,0.6353406310081482,0.6978248357772827
69,146.23913246347303,0.5071111917495728,0.5598596334457397,0.5572903752326965,0.6581606268882751,0.6347672343254089,0.7014546394348145
70,148.52423999089692,0.5073061585426331,0.5601186752319336,0.5581618547439575,0.6586229801177979,0.635604739189148,0.705557107925415
71,148.73550158137311,0.5088347792625427,0.5563573837280273,0.5582507848739624,0.6590800881385803,0.6358328461647034,0.7095492482185364
72,146.4367086259885,0.5102716684341431,0.5503565669059753,0.5584067106246948,0.6588189601898193,0.6362010836601257,0.7083895802497864
73,146.50092497605775,0.5119271278381348,0.5473830103874207,0.5600091218948364,0.6587532162666321,0.6365073919296265,0.7087161540985107
74,146.96680129315138,0.5152098536491394,0.547609269618988,0.5637638568878174,0.6584210991859436,0.6402158141136169,0.7086509466171265
75,147.76712258420545,0.5174182057380676,0.5448523759841919,0.565882682800293,0.6544321775436401,0.642909824848175,0.7062088251113892
76,149.6362037367367,0.5218849182128906,0.5417851209640503,0.5702598094940186,0.6499181389808655,0.6473367810249329,0.7049659490585327
77,150.58562276106244,0.5260759592056274,0.5393577814102173,0.5760334134101868,0.6480050683021545,0.6521407961845398,0.703081488609314
78,153.23473785823643,0.5306487679481506,0.535027027130127,0.581280529499054,0.6413416862487793,0.6551858186721802,0.6986042261123657
79,157.53554037770638,0.5347392559051514,0.5268981456756592,0.5874059200286865,0.6305630803108215,0.6572796106338501,0.6904580593109131
80,158.83248521886713,0.5343565940856934,0.5249895453453064,0.5859493017196655,0.6217653155326843,0.6582862734794617,0.6841381788253784
81,159.43646856413343,0.5392118096351624,0.51775062084198,0.5895851254463196,0.6168397068977356,0.6623290777206421,0.6834723353385925
82,162.63174352940106,0.5447866320610046,0.5120523571968079,0.6007354855537415,0.6171738505363464,0.6684629917144775,0.6839820146560669
83,161.16151113790966,0.5528311133384705,0.5068126916885376,0.6042661070823669,0.6142993569374084,0.6690602898597717,0.6804401874542236
